itemCollection_systemStores_MechParts_Outworld_Light,,,
mechdef_hornet_HNT-151,MechPart,1,2
mechdef_locust_LCT-1E,MechPart,1,3
mechdef_locust_LCT-1V,MechPart,1,5
mechdef_locust_LCT-3V,MechPart,1,2
mechdef_stinger_STG-3G,MechPart,1,3
mechdef_stinger_STG-3R,MechPart,1,5
mechdef_wasp_WSP-1A,MechPart,1,5
mechdef_commando_COM-2D,MechPart,1,1
mechdef_mongoose_MON-67,MechPart,1,1 
mechdef_javelin_JVN-10F,MechPart,1,2
mechdef_javelin_JVN-10N,MechPart,1,2
mechdef_spider_SDR-5V,MechPart,1,2
mechdef_urbanmech_UM-R60,MechPart,1,3
mechdef_firestarter_FS9-H,MechPart,1,3
mechdef_jenner_JR7-D,MechPart,1,3
mechdef_ostscout_OTT-7J,MechPart,1,1
